variante,ciclo,endereco,endereco_norm
demo_matriz,303,137422176831,17177636927
demo_matriz,304,67333008,8281450
demo_matriz,305,67333009,8281450
demo_matriz,306,137422176831,17177636927
demo_matriz,307,67333144,8281467
demo_matriz,308,67333145,8281467
demo_matriz,309,137422176831,17177636927
demo_matriz,310,67333280,8281484
demo_matriz,311,67333281,8281484
demo_matriz,312,67333416,8281501
demo_matriz,313,67333417,8281501
demo_matriz,314,67333552,8281518
demo_matriz,315,67333553,8281518
demo_matriz,316,67333688,8281535
demo_matriz,317,67333689,8281535
demo_matriz,318,67333824,8281552
demo_matriz,319,67333825,8281552
demo_matriz,320,137422176831,17177636927
demo_matriz,321,67333960,8281569
demo_matriz,322,67333961,8281569
demo_matriz,323,67334096,8281586
demo_matriz,324,67334097,8281586
demo_matriz,325,67334232,8281603
demo_matriz,326,67334233,8281603
demo_matriz,327,67334368,8281620
demo_matriz,328,67334369,8281620
demo_matriz,329,137422176831,17177636927
demo_matriz,330,67334504,8281637
demo_matriz,331,67334505,8281637
demo_matriz,332,67334640,8281654
demo_matriz,333,67334641,8281654
demo_matriz,334,67334776,8281671
demo_matriz,335,67334777,8281671
demo_matriz,336,137422176831,17177636927
demo_matriz,337,67334912,8281688
demo_matriz,338,67334913,8281688
demo_matriz,339,67335048,8281705
demo_matriz,340,67335049,8281705
demo_matriz,341,67335184,8281722
demo_matriz,342,67335185,8281722
demo_matriz,343,67335320,8281739
demo_matriz,344,67335321,8281739
demo_matriz,345,67335456,8281756
demo_matriz,346,67335457,8281756
demo_matriz,347,137422176831,17177636927
demo_matriz,348,67335592,8281773
demo_matriz,349,67335593,8281773
demo_matriz,350,67335728,8281790
demo_matriz,351,67335729,8281790
demo_matriz,352,137422176831,17177636927
demo_matriz,353,67335864,8281807
demo_matriz,354,67335865,8281807
demo_matriz,355,67336000,8281824
demo_matriz,356,67336001,8281824
demo_matriz,357,67336136,8281841
demo_matriz,358,67336137,8281841
demo_matriz,359,67336272,8281858
demo_matriz,360,67336273,8281858
demo_matriz,361,67336408,8281875
demo_matriz,362,67336409,8281875
demo_matriz,363,137422176831,17177636927
demo_matriz,364,67336544,8281892
demo_matriz,365,67336545,8281892
demo_matriz,366,67336680,8281909
demo_matriz,367,67336681,8281909
demo_matriz,368,137422175664,17177636782
demo_matriz,369,137422176864,17177636932
demo_matriz,370,137422176865,17177636932
demo_matriz,371,137422176866,17177636932
demo_matriz,372,137422176867,17177636932
demo_matriz,373,137422176868,17177636932
demo_matriz,374,137422176869,17177636932
demo_matriz,375,137422176870,17177636932
demo_matriz,376,137422176871,17177636932
demo_matriz,377,137422176872,17177636933
demo_matriz,378,137422176864,17177636932
demo_matriz,379,67331240,8281229
demo_matriz,380,67331241,8281229
demo_matriz,381,67331376,8281246
demo_matriz,382,67331377,8281246
demo_matriz,383,137422176864,17177636932
demo_matriz,384,67331512,8281263
demo_matriz,385,67331513,8281263
demo_matriz,386,67331648,8281280
demo_matriz,387,67331649,8281280
demo_matriz,388,67331784,8281297
demo_matriz,389,67331785,8281297
demo_matriz,390,67331920,8281314
demo_matriz,391,67331921,8281314
demo_matriz,392,67332056,8281331
demo_matriz,393,67332057,8281331
demo_matriz,394,67332192,8281348
demo_matriz,395,67332193,8281348
demo_matriz,396,67332328,8281365
demo_matriz,397,67332329,8281365
demo_matriz,398,67332464,8281382
demo_matriz,399,67332465,8281382
demo_matriz,400,67332600,8281399
demo_matriz,401,67332601,8281399
demo_matriz,402,67332736,8281416
demo_matriz,403,67332737,8281416
demo_matriz,404,67332872,8281433
demo_matriz,405,67332873,8281433
demo_matriz,406,137422176864,17177636932
demo_matriz,407,67333008,8281450
demo_matriz,408,67333009,8281450
demo_matriz,409,137422176864,17177636932
demo_matriz,410,67333010,8281450
demo_matriz,411,137422176865,17177636932
demo_matriz,412,67333144,8281467
demo_matriz,413,67333145,8281467
demo_matriz,414,137422176864,17177636932
demo_matriz,415,67333280,8281484
demo_matriz,416,67333281,8281484
demo_matriz,417,67333416,8281501
demo_matriz,418,67333417,8281501
demo_matriz,419,67333552,8281518
demo_matriz,420,67333553,8281518
demo_matriz,421,67333688,8281535
demo_matriz,422,67333689,8281535
demo_matriz,423,67333824,8281552
demo_matriz,424,67333825,8281552
demo_matriz,425,137422176864,17177636932
demo_matriz,426,67333826,8281552
demo_matriz,427,137422176865,17177636932
demo_matriz,428,67333960,8281569
demo_matriz,429,67333961,8281569
demo_matriz,430,67334096,8281586
demo_matriz,431,67334097,8281586
demo_matriz,432,67334232,8281603
demo_matriz,433,67334233,8281603
demo_matriz,434,67334368,8281620
demo_matriz,435,67334369,8281620
demo_matriz,436,137422176864,17177636932
demo_matriz,437,67334504,8281637
demo_matriz,438,67334505,8281637
demo_matriz,439,67334640,8281654
demo_matriz,440,67334641,8281654
demo_matriz,441,67334776,8281671
demo_matriz,442,67334777,8281671
demo_matriz,443,137422176864,17177636932
demo_matriz,444,67334912,8281688
demo_matriz,445,67334913,8281688
demo_matriz,446,67335048,8281705
demo_matriz,447,67335049,8281705
demo_matriz,448,67335184,8281722
demo_matriz,449,67335185,8281722
demo_matriz,450,67335320,8281739
demo_matriz,451,67335321,8281739
demo_matriz,452,67335456,8281756
demo_matriz,453,67335457,8281756
demo_matriz,454,137422176864,17177636932
demo_matriz,455,67335592,8281773
demo_matriz,456,67335593,8281773
demo_matriz,457,67335728,8281790
demo_matriz,458,67335729,8281790
demo_matriz,459,137422176864,17177636932
demo_matriz,460,67335864,8281807
demo_matriz,461,67335865,8281807
demo_matriz,462,67336000,8281824
demo_matriz,463,67336001,8281824
demo_matriz,464,67336136,8281841
demo_matriz,465,67336137,8281841
demo_matriz,466,67336272,8281858
demo_matriz,467,67336273,8281858
demo_matriz,468,67336408,8281875
demo_matriz,469,67336409,8281875
demo_matriz,470,137422176864,17177636932
demo_matriz,471,67336544,8281892
demo_matriz,472,67336545,8281892
demo_matriz,473,67336680,8281909
demo_matriz,474,67336681,8281909
demo_matriz,475,137422175672,17177636783
demo_matriz,476,137422176896,17177636936
demo_matriz,477,137422176897,17177636936
demo_matriz,478,137422176898,17177636936
demo_matriz,479,137422176899,17177636936
demo_matriz,480,137422176900,17177636936
demo_matriz,481,137422176901,17177636936
demo_matriz,482,137422176902,17177636936
demo_matriz,483,137422176903,17177636936
demo_matriz,484,137422176904,17177636937
demo_matriz,485,137422176905,17177636937
demo_matriz,486,137422176906,17177636937
demo_matriz,487,137422176896,17177636936
demo_matriz,488,67331240,8281229
demo_matriz,489,67331241,8281229
demo_matriz,490,67331376,8281246
demo_matriz,491,67331377,8281246
demo_matriz,492,137422176896,17177636936
demo_matriz,493,67331512,8281263
demo_matriz,494,67331513,8281263
demo_matriz,495,67331648,8281280
demo_matriz,496,67331649,8281280
demo_matriz,497,67331784,8281297
demo_matriz,498,67331785,8281297
demo_matriz,499,67331920,8281314
demo_matriz,500,67331921,8281314
demo_matriz,501,67332056,8281331
demo_matriz,502,67332057,8281331
demo_matriz,503,67332192,8281348
demo_matriz,504,67332193,8281348
demo_matriz,505,67332328,8281365
demo_matriz,506,67332329,8281365
demo_matriz,507,67332464,8281382
demo_matriz,508,67332465,8281382
demo_matriz,509,67332600,8281399
demo_matriz,510,67332601,8281399
demo_matriz,511,67332736,8281416
demo_matriz,512,67332737,8281416
demo_matriz,513,67332872,8281433
demo_matriz,514,67332873,8281433
demo_matriz,515,137422176896,17177636936
demo_matriz,516,67333008,8281450
demo_matriz,517,67333009,8281450
demo_matriz,518,137422176896,17177636936
demo_matriz,519,67333144,8281467
demo_matriz,520,67333145,8281467
demo_matriz,521,137422176896,17177636936
demo_matriz,522,67333280,8281484
demo_matriz,523,67333281,8281484
demo_matriz,524,67333416,8281501
demo_matriz,525,67333417,8281501
demo_matriz,526,67333552,8281518
demo_matriz,527,67333553,8281518
demo_matriz,528,67333688,8281535
demo_matriz,529,67333689,8281535
demo_matriz,530,67333824,8281552
demo_matriz,531,67333825,8281552
demo_matriz,532,137422176896,17177636936
demo_matriz,533,67333960,8281569
demo_matriz,534,67333961,8281569
demo_matriz,535,67334096,8281586
demo_matriz,536,67334097,8281586
demo_matriz,537,67334232,8281603
demo_matriz,538,67334233,8281603
demo_matriz,539,67334368,8281620
demo_matriz,540,67334369,8281620
demo_matriz,541,137422176896,17177636936
demo_matriz,542,67334504,8281637
demo_matriz,543,67334505,8281637
demo_matriz,544,67334640,8281654
demo_matriz,545,67334641,8281654
demo_matriz,546,67334776,8281671
demo_matriz,547,67334777,8281671
demo_matriz,548,137422176896,17177636936
demo_matriz,549,67334912,8281688
demo_matriz,550,67334913,8281688
demo_matriz,551,67335048,8281705
demo_matriz,552,67335049,8281705
demo_matriz,553,67335184,8281722
demo_matriz,554,67335185,8281722
demo_matriz,555,67335320,8281739
demo_matriz,556,67335321,8281739
demo_matriz,557,67335456,8281756
demo_matriz,558,67335457,8281756
demo_matriz,559,137422176896,17177636936
